company;year;ca;ppe;ebit;rd;personnel;groupe
Xusheng Group;2015;0.0833;0.0286;0.019;0.0048;0.05;INDUS
Xusheng Group;2016;0.1333;0.0429;0.0357;0.0071;0.08;INDUS
Xusheng Group;2017;0.1738;0.0595;0.0524;0.0095;0.12;INDUS
Xusheng Group;2018;0.2595;0.1;0.0833;0.0143;0.15;INDUS
Xusheng Group;2019;0.2619;0.1548;0.0762;0.019;0.18;INDUS
Xusheng Group;2020;0.3881;0.2738;0.1071;0.0286;0.22;INDUS
Xusheng Group;2021;0.719;0.5119;0.131;0.0429;0.32;INDUS
Xusheng Group;2022;1.0595;0.7738;0.2024;0.0595;0.42;INDUS
Xusheng Group;2023;1.15;0.9167;0.219;0.0762;0.45;INDUS
Xusheng Group;2024;1.0381;1.0119;0.2024;0.0833;0.4;INDUS
YTO Group;2015;2.1714;1.3929;0.0357;0.0833;1.25;INDUS
YTO Group;2016;2.1071;1.4643;0.0286;0.0762;1.22;INDUS
YTO Group;2017;1.7738;1.5357;-0.0119;0.0714;1.18;INDUS
YTO Group;2018;1.631;1.4571;-0.0286;0.0762;1.15;INDUS
YTO Group;2019;1.9405;1.3929;0.0119;0.0833;1.1;INDUS
YTO Group;2020;2.1;1.3214;0.0524;0.0833;1.08;INDUS
YTO Group;2021;2.2262;1.2976;0.1071;0.0905;1.05;INDUS
YTO Group;2022;2.5048;1.3857;0.1476;0.1;1.08;INDUS
YTO Group;2023;2.8214;1.4405;0.1857;0.1071;1.12;INDUS
YTO Group;2024;2.9762;1.4643;0.2024;0.1071;1.15;INDUS
Yanghe Brewery;2015;3.8333;1.2381;1.7857;0.0833;2.8;INDUS
Yanghe Brewery;2016;4.0952;1.3095;1.9286;0.0905;2.9;INDUS
Yanghe Brewery;2017;4.7381;1.381;2.1905;0.1;3.1;INDUS
Yanghe Brewery;2018;5.7619;1.4524;2.7381;0.1143;3.2;INDUS
Yanghe Brewery;2019;5.5;1.5476;2.4286;0.1238;3.0;INDUS
Yanghe Brewery;2020;5.0238;1.619;2.2619;0.1381;2.8;INDUS
Yanghe Brewery;2021;6.0476;1.7143;2.6667;0.1548;2.9;INDUS
Yanghe Brewery;2022;7.1667;1.8571;3.0476;0.1714;3.0;INDUS
Yanghe Brewery;2023;7.881;1.9524;3.3571;0.1857;3.1;INDUS
Yanghe Brewery;2024;8.381;2.0238;3.619;0.2024;3.2;INDUS
Yaskawa (JP);2015;3.8;0.8;0.3;0.1;0.8;INDUS
Yaskawa (JP);2016;3.6;0.8;0.3;0.1;0.8;INDUS
Yaskawa (JP);2017;4.1;0.8;0.5;0.1;0.9;INDUS
Yaskawa (JP);2018;4.3;0.9;0.5;0.1;0.9;INDUS
Yaskawa (JP);2019;3.8;0.9;0.2;0.1;0.9;INDUS
Yaskawa (JP);2020;3.5;1.0;0.2;0.1;1.0;INDUS
Yaskawa (JP);2021;4.4;1.1;0.5;0.1;1.1;INDUS
Yaskawa (JP);2022;4.2;1.1;0.6;0.1;1.1;INDUS
Yaskawa (JP);2023;3.9;1.2;0.5;0.1;1.1;INDUS
Yaskawa (JP);2024;4.1;1.3;0.6;0.2;1.1;INDUS
Yili Group;2015;14.369;3.6;1.219;0.0357;4.52;INDUS
Yili Group;2016;14.4357;3.9167;1.4571;0.0429;4.85;INDUS
Yili Group;2017;16.2048;4.3143;1.7262;0.0524;5.12;INDUS
Yili Group;2018;18.9405;5.0286;1.9405;0.0667;5.45;INDUS
Yili Group;2019;21.481;5.8381;2.1714;0.0833;5.85;INDUS
Yili Group;2020;23.069;6.7905;2.4095;0.1;6.12;INDUS
Yili Group;2021;26.3333;7.6476;2.9643;0.1238;6.45;INDUS
Yili Group;2022;29.3262;8.3619;2.8214;0.1548;6.25;INDUS
Yili Group;2023;30.0405;9.25;3.1548;0.1857;6.05;INDUS
Yili Group;2024;32.25;10.0286;3.7667;0.2024;6.15;INDUS
Yongxing Materials;2015;0.7738;0.2667;0.0833;0.0286;0.25;INDUS
Yongxing Materials;2016;0.8381;0.3452;0.1;0.0357;0.28;INDUS
Yongxing Materials;2017;0.981;0.4405;0.1071;0.0429;0.32;INDUS
Yongxing Materials;2018;1.1548;0.5048;0.1238;0.0524;0.35;INDUS
Yongxing Materials;2019;1.169;0.6786;0.0976;0.0595;0.38;INDUS
Yongxing Materials;2020;1.1833;0.8381;0.1071;0.0667;0.42;INDUS
Yongxing Materials;2021;1.7119;1.1548;0.2667;0.0833;0.48;INDUS
Yongxing Materials;2022;3.6952;1.631;1.9333;0.1548;0.65;INDUS
Yongxing Materials;2023;2.8857;1.9333;0.7738;0.131;0.58;INDUS
Yongxing Materials;2024;3.4405;2.1714;0.981;0.1714;0.62;INDUS
Youngsun Pack;2015;0.281;0.1071;0.0357;0.019;0.25;INDUS
Youngsun Pack;2016;0.3381;0.1238;0.0524;0.0238;0.28;INDUS
Youngsun Pack;2017;0.4405;0.1548;0.0762;0.0357;0.35;INDUS
Youngsun Pack;2018;0.5833;0.2024;0.1071;0.0524;0.48;INDUS
Youngsun Pack;2019;0.6143;0.25;0.1;0.0667;0.52;INDUS
Youngsun Pack;2020;0.75;0.3214;0.131;0.0833;0.58;INDUS
Youngsun Pack;2021;0.981;0.4167;0.1714;0.1071;0.65;INDUS
Youngsun Pack;2022;1.0595;0.5119;0.1548;0.131;0.68;INDUS
Youngsun Pack;2023;1.25;0.631;0.2024;0.1714;0.75;INDUS
Youngsun Pack;2024;1.4643;0.7429;0.25;0.2024;0.82;INDUS
Yuan Longping;2015;0.5119;0.1238;0.0286;0.0357;0.18;INDUS
Yuan Longping;2016;0.5833;0.1548;0.0429;0.0429;0.22;INDUS
Yuan Longping;2017;0.7571;0.2024;0.0595;0.0524;0.25;INDUS
Yuan Longping;2018;0.8452;0.2667;0.0357;0.0762;0.28;INDUS
Yuan Longping;2019;0.7429;0.3452;-0.0286;0.0905;0.32;INDUS
Yuan Longping;2020;0.7833;0.4333;0.0262;0.1;0.35;INDUS
Yuan Longping;2021;0.8381;0.5048;0.0357;0.1071;0.32;INDUS
Yuan Longping;2022;0.8762;0.5833;-0.0524;0.1238;0.3;INDUS
Yuan Longping;2023;0.9405;0.6786;0.0429;0.1381;0.35;INDUS
Yuan Longping;2024;1.0762;0.7667;0.1;0.1548;0.38;INDUS
ZF Friedrichshafen (EU);2015;32.5;7.15;1.55;1.65;13.8;INDUS
ZF Friedrichshafen (EU);2016;35.2;7.45;2.15;2.15;13.7;INDUS
ZF Friedrichshafen (EU);2017;36.4;7.85;2.35;2.25;14.6;INDUS
ZF Friedrichshafen (EU);2018;36.9;8.25;2.15;2.55;14.9;INDUS
ZF Friedrichshafen (EU);2019;36.5;8.55;1.55;2.65;14.8;INDUS
ZF Friedrichshafen (EU);2020;32.6;8.85;0.65;2.45;15.3;INDUS
ZF Friedrichshafen (EU);2021;38.3;10.25;1.95;3.15;15.7;INDUS
ZF Friedrichshafen (EU);2022;43.8;11.15;2.05;3.45;16.5;INDUS
ZF Friedrichshafen (EU);2023;46.6;11.85;2.45;3.55;16.8;INDUS
ZF Friedrichshafen (EU);2024;45.2;12.25;2.35;3.65;16.9;INDUS
ZMJ;2015;1.0595;0.5357;0.0119;0.0429;0.85;INDUS
ZMJ;2016;0.8667;0.5119;-0.0095;0.0381;0.81;INDUS
ZMJ;2017;1.7976;0.6071;0.1071;0.0833;0.92;INDUS
ZMJ;2018;6.1929;1.631;0.2976;0.2119;1.85;INDUS
ZMJ;2019;6.1238;1.7262;0.4643;0.2262;1.78;INDUS
ZMJ;2020;6.3119;1.7976;0.5357;0.25;1.72;INDUS
ZMJ;2021;6.9738;1.9643;0.6786;0.2976;1.68;INDUS
ZMJ;2022;7.6286;1.4476;0.7357;0.331;1.75;INDUS
ZMJ;2023;8.6714;1.5;0.981;0.3738;1.82;INDUS
ZMJ;2024;8.8214;1.7595;1.1071;0.4405;1.88;INDUS
ZPMC Heavy;2015;5.5405;3.7667;0.1071;0.1548;3.25;INDUS
ZPMC Heavy;2016;5.7976;3.6786;0.1238;0.1619;3.15;INDUS
ZPMC Heavy;2017;5.2024;3.6;0.0833;0.1714;2.95;INDUS
ZPMC Heavy;2018;5.1714;3.5357;0.1;0.1786;2.85;INDUS
ZPMC Heavy;2019;5.3929;3.631;0.1381;0.1952;2.82;INDUS
ZPMC Heavy;2020;5.3833;3.7738;0.1476;0.2024;2.75;INDUS
ZPMC Heavy;2021;6.181;3.8381;0.1786;0.219;2.88;INDUS
ZPMC Heavy;2022;7.2667;4.1548;0.2024;0.2738;3.05;INDUS
ZPMC Heavy;2023;7.8214;4.4881;0.219;0.2976;3.12;INDUS
ZPMC Heavy;2024;8.3619;4.6476;0.2738;0.3381;3.25;INDUS
Zebra Technologies (US);2015;1.62;0.13;0.24;0.18;0.54;INDUS
Zebra Technologies (US);2016;1.82;0.15;0.27;0.2;0.58;INDUS
Zebra Technologies (US);2017;2.04;0.16;0.31;0.22;0.62;INDUS
Zebra Technologies (US);2018;2.28;0.18;0.34;0.25;0.66;INDUS
Zebra Technologies (US);2019;2.55;0.2;0.38;0.28;0.71;INDUS
Zebra Technologies (US);2020;2.86;0.23;0.43;0.31;0.76;INDUS
Zebra Technologies (US);2021;3.2;0.26;0.48;0.35;0.82;INDUS
Zebra Technologies (US);2022;3.59;0.29;0.54;0.39;0.87;INDUS
Zebra Technologies (US);2023;4.02;0.32;0.6;0.44;0.93;INDUS
Zebra Technologies (US);2024;4.5;0.36;0.67;0.49;1.0;INDUS
Zhejiang Supor;2015;2.5976;0.25;0.2738;0.0762;1.15;INDUS
Zhejiang Supor;2016;2.8452;0.2667;0.3214;0.0833;1.2;INDUS
Zhejiang Supor;2017;3.4643;0.2976;0.3929;0.1;1.25;INDUS
Zhejiang Supor;2018;4.25;0.3286;0.4881;0.1143;1.32;INDUS
Zhejiang Supor;2019;4.7262;0.3619;0.5595;0.131;1.35;INDUS
Zhejiang Supor;2020;4.4286;0.3929;0.5119;0.1476;1.28;INDUS
Zhejiang Supor;2021;5.1381;0.4238;0.5833;0.1714;1.32;INDUS
Zhejiang Supor;2022;4.8024;0.4405;0.5524;0.1786;1.25;INDUS
Zhejiang Supor;2023;5.0714;0.4643;0.6143;0.1952;1.28;INDUS
Zhejiang Supor;2024;5.3571;0.4881;0.6786;0.2167;1.31;INDUS
Zhengzhou Yutong Bus;2015;7.431;1.2262;0.9881;0.2976;1.55;INDUS
Zhengzhou Yutong Bus;2016;8.5357;1.3095;1.1548;0.3452;1.62;INDUS
Zhengzhou Yutong Bus;2017;7.9095;1.3929;0.8452;0.369;1.6;INDUS
Zhengzhou Yutong Bus;2018;7.5595;1.4762;0.6786;0.3929;1.58;INDUS
Zhengzhou Yutong Bus;2019;7.25;1.5476;0.5119;0.4167;1.52;INDUS
Zhengzhou Yutong Bus;2020;5.1786;1.631;0.1548;0.369;1.35;INDUS
Zhengzhou Yutong Bus;2021;5.5357;1.7024;0.2024;0.3857;1.38;INDUS
Zhengzhou Yutong Bus;2022;5.1905;1.7857;0.131;0.3929;1.3;INDUS
Zhengzhou Yutong Bus;2023;6.4405;1.869;0.5357;0.4167;1.42;INDUS
Zhengzhou Yutong Bus;2024;7.7381;1.9524;0.75;0.4643;1.5;INDUS
Zijin Mining;2015;17.6905;7.6476;0.7738;0.1071;3.25;INDUS
Zijin Mining;2016;18.7738;8.3619;0.6786;0.1238;3.15;INDUS
Zijin Mining;2017;22.5119;9.2429;1.219;0.1548;3.35;INDUS
Zijin Mining;2018;25.2357;10.0357;1.631;0.2024;3.52;INDUS
Zijin Mining;2019;31.4619;11.5524;1.7905;0.2667;3.85;INDUS
Zijin Mining;2020;40.8357;13.1238;2.4095;0.3452;4.12;INDUS
Zijin Mining;2021;53.5952;16.2976;5.8381;0.5048;4.55;INDUS
Zijin Mining;2022;64.3643;19.5524;7.6476;0.6786;4.85;INDUS
Zijin Mining;2023;69.8571;22.7262;9.1714;0.8381;5.12;INDUS
Zijin Mining;2024;75.1;25.7429;10.9167;0.981;5.35;INDUS
Zimmer Biomet (US);2015;5.99;1.85;0.85;0.35;1.75;INDUS
Zimmer Biomet (US);2016;7.68;2.15;1.15;0.42;1.85;INDUS
Zimmer Biomet (US);2017;7.82;2.35;1.25;0.45;1.8;INDUS
Zimmer Biomet (US);2018;7.93;2.45;1.35;0.48;1.95;INDUS
Zimmer Biomet (US);2019;7.98;2.65;1.42;0.52;1.9;INDUS
Zimmer Biomet (US);2020;7.02;2.85;0.85;0.52;1.8;INDUS
Zimmer Biomet (US);2021;7.84;3.05;1.25;0.55;1.95;INDUS
Zimmer Biomet (US);2022;6.94;2.15;1.05;0.51;1.8;INDUS
Zimmer Biomet (US);2023;7.39;2.35;1.25;0.55;1.85;INDUS
Zimmer Biomet (US);2024;7.85;2.55;1.45;0.62;1.95;INDUS
Zongshen Power;2015;1.1548;0.5119;0.0833;0.0357;0.85;INDUS
Zongshen Power;2016;1.219;0.5357;0.0905;0.0381;0.88;INDUS
Zongshen Power;2017;1.3214;0.5833;0.1;0.0429;0.92;INDUS
Zongshen Power;2018;1.4881;0.631;0.1143;0.0524;0.95;INDUS
Zongshen Power;2019;1.631;0.6786;0.1238;0.0595;0.98;INDUS
Zongshen Power;2020;1.7905;0.7738;0.1381;0.0762;1.05;INDUS
Zongshen Power;2021;2.1786;0.9167;0.1548;0.1071;1.15;INDUS
Zongshen Power;2022;1.9643;0.9881;0.1;0.1143;1.08;INDUS
Zongshen Power;2023;1.869;1.0595;0.0833;0.1238;1.02;INDUS
Zongshen Power;2024;2.0238;1.1548;0.1143;0.1381;1.1;INDUS
Zoomlion;2015;4.9405;3.0595;-0.0357;0.1952;1.85;INDUS
Zoomlion;2016;4.7667;2.981;0.0286;0.1786;1.62;INDUS
Zoomlion;2017;5.5357;2.8929;0.4405;0.2024;1.45;INDUS
Zoomlion;2018;6.831;2.8214;0.6071;0.2738;1.52;INDUS
Zoomlion;2019;10.3119;2.7429;1.3929;0.5119;1.85;INDUS
Zoomlion;2020;15.5024;2.9643;2.2024;0.8452;2.15;INDUS
Zoomlion;2021;15.9833;3.2976;1.4643;1.0119;2.45;INDUS
Zoomlion;2022;9.9119;3.4571;0.6786;0.8381;2.25;INDUS
Zoomlion;2023;11.2071;3.6;0.8452;0.9167;2.32;INDUS
Zoomlion;2024;12.4405;3.7738;0.9881;0.981;2.45;INDUS
Abbott Laboratories;2015;20.4;6.1;3.1;1.4;7.4;PHARMA
Abbott Laboratories;2016;20.85;6.25;2.1;1.42;7.5;PHARMA
Abbott Laboratories;2017;27.39;8.4;2.3;2.24;9.9;PHARMA
Abbott Laboratories;2018;30.58;8.8;3.65;2.3;10.3;PHARMA
Abbott Laboratories;2019;31.9;9.1;4.25;2.44;10.7;PHARMA
Abbott Laboratories;2020;34.61;9.5;5.3;2.42;10.9;PHARMA
Abbott Laboratories;2021;43.08;10.1;8.4;2.74;11.3;PHARMA
Abbott Laboratories;2022;43.65;10.3;8.35;2.89;11.5;PHARMA
Abbott Laboratories;2023;40.11;10.6;6.8;2.74;11.4;PHARMA
Abbott Laboratories;2024;41.9;10.9;7.2;2.85;11.5;PHARMA
Viatris;2015;9.43;2.1;1.25;0.68;3.5;PHARMA
Viatris;2016;11.08;2.4;1.1;0.78;3.8;PHARMA
Viatris;2017;11.91;2.65;1.35;0.78;3.8;PHARMA
Viatris;2018;11.43;2.8;1.28;0.7;3.5;PHARMA
Viatris;2019;11.5;2.9;1.15;0.67;3.5;PHARMA
Viatris;2020;11.95;3.1;0.85;0.62;3.7;PHARMA
Viatris;2021;17.81;4.2;1.95;0.75;3.8;PHARMA
Viatris;2022;16.26;3.9;2.1;0.68;3.7;PHARMA
Viatris;2023;15.43;3.6;1.8;0.61;3.4;PHARMA
Viatris;2024;15.1;3.5;1.85;0.6;3.3;PHARMA
Merck KGaA;2015;14.2;4.8;2.1;1.88;4.96;PHARMA
Merck KGaA;2016;16.6;5.2;2.8;2.19;5.04;PHARMA
Merck KGaA;2017;17.3;5.5;2.95;2.37;5.29;PHARMA
Merck KGaA;2018;17.5;5.8;2.5;2.62;5.3;PHARMA
Merck KGaA;2019;18.1;6.1;2.4;2.54;5.7;PHARMA
Merck KGaA;2020;19.9;6.4;3.2;2.61;5.8;PHARMA
Merck KGaA;2021;23.3;6.8;4.3;2.85;6.03;PHARMA
Merck KGaA;2022;23.4;7.1;4.7;2.92;6.29;PHARMA
Merck KGaA;2023;22.7;7.3;3.7;2.8;6.2;PHARMA
Merck KGaA;2024;23.8;7.6;4.1;2.9;6.25;PHARMA
Ipsen;2015;1.6;0.35;0.38;0.23;0.46;PHARMA
Ipsen;2016;1.75;0.38;0.42;0.25;0.49;PHARMA
Ipsen;2017;2.15;0.42;0.55;0.31;0.51;PHARMA
Ipsen;2018;2.52;0.45;0.68;0.35;0.57;PHARMA
Ipsen;2019;2.89;0.48;0.75;0.43;0.58;PHARMA
Ipsen;2020;2.95;0.5;0.78;0.44;0.57;PHARMA
Ipsen;2021;3.38;0.54;0.95;0.48;0.57;PHARMA
Ipsen;2022;3.18;0.56;0.88;0.45;0.54;PHARMA
Ipsen;2023;3.35;0.58;0.92;0.52;0.54;PHARMA
Ipsen;2024;3.6;0.62;1.02;0.56;0.55;PHARMA
Shionogi;2015;2.6;0.82;0.68;0.42;0.55;PHARMA
Shionogi;2016;2.85;0.85;0.82;0.45;0.54;PHARMA
Shionogi;2017;3.1;0.88;0.98;0.48;0.53;PHARMA
Shionogi;2018;3.25;0.91;1.15;0.5;0.52;PHARMA
Shionogi;2019;3.15;0.94;1.08;0.52;0.51;PHARMA
Shionogi;2020;2.82;0.96;0.88;0.55;0.52;PHARMA
Shionogi;2021;2.78;0.98;0.85;0.62;0.53;PHARMA
Shionogi;2022;3.15;1.02;1.1;0.75;0.54;PHARMA
Shionogi;2023;3.05;1.05;1.02;0.72;0.55;PHARMA
Shionogi;2024;3.28;1.1;1.15;0.78;0.56;PHARMA
Kyowa Kirin;2015;2.8;0.92;0.35;0.45;0.72;PHARMA
Kyowa Kirin;2016;2.9;0.95;0.38;0.46;0.73;PHARMA
Kyowa Kirin;2017;3.15;0.98;0.48;0.48;0.73;PHARMA
Kyowa Kirin;2018;3.12;1.01;0.52;0.49;0.73;PHARMA
Kyowa Kirin;2019;2.8;0.95;0.45;0.46;0.53;PHARMA
Kyowa Kirin;2020;2.98;0.98;0.51;0.48;0.54;PHARMA
Kyowa Kirin;2021;3.12;1.02;0.58;0.52;0.55;PHARMA
Kyowa Kirin;2022;2.95;1.05;0.48;0.54;0.56;PHARMA
Kyowa Kirin;2023;3.1;1.08;0.55;0.58;0.58;PHARMA
Kyowa Kirin;2024;3.35;1.12;0.62;0.62;0.6;PHARMA
Sinopharm;2015;36.8;3.2;1.45;0.12;5.8;PHARMA
Sinopharm;2016;40.2;3.5;1.62;0.15;6.1;PHARMA
Sinopharm;2017;42.1;3.8;1.78;0.18;6.4;PHARMA
Sinopharm;2018;45.6;4.2;1.95;0.22;6.8;PHARMA
Sinopharm;2019;50.8;4.6;2.2;0.28;7.2;PHARMA
Sinopharm;2020;56.2;5.1;2.45;0.32;7.6;PHARMA
Sinopharm;2021;68.5;5.8;3.1;0.42;8.2;PHARMA
Sinopharm;2022;72.1;6.2;3.25;0.48;8.5;PHARMA
Sinopharm;2023;78.4;6.7;3.4;0.52;8.9;PHARMA
Sinopharm;2024;82.1;7.1;3.65;0.58;9.2;PHARMA
Yunnan Baiyao;2015;3.3;0.65;0.48;0.02;0.82;PHARMA
Yunnan Baiyao;2016;3.45;0.7;0.51;0.02;0.84;PHARMA
Yunnan Baiyao;2017;3.75;0.75;0.55;0.03;0.85;PHARMA
Yunnan Baiyao;2018;4.05;0.8;0.58;0.03;0.86;PHARMA
Yunnan Baiyao;2019;4.3;0.85;0.62;0.04;0.88;PHARMA
Yunnan Baiyao;2020;5.25;0.92;0.85;0.05;0.9;PHARMA
Yunnan Baiyao;2021;5.62;0.98;0.45;0.05;0.92;PHARMA
Yunnan Baiyao;2022;5.42;1.02;0.58;0.05;0.91;PHARMA
Yunnan Baiyao;2023;5.52;1.05;0.61;0.06;0.93;PHARMA
Yunnan Baiyao;2024;5.8;1.1;0.68;0.07;0.95;PHARMA
Hanmi Pharma;2015;1.15;0.35;0.18;0.16;0.22;PHARMA
Hanmi Pharma;2016;0.78;0.38;0.03;0.14;0.23;PHARMA
Hanmi Pharma;2017;0.85;0.41;0.07;0.15;0.23;PHARMA
Hanmi Pharma;2018;0.92;0.43;0.08;0.17;0.24;PHARMA
Hanmi Pharma;2019;0.95;0.45;0.09;0.18;0.24;PHARMA
Hanmi Pharma;2020;0.91;0.46;0.04;0.19;0.24;PHARMA
Hanmi Pharma;2021;1.05;0.48;0.11;0.14;0.25;PHARMA
Hanmi Pharma;2022;1.02;0.5;0.12;0.13;0.25;PHARMA
Hanmi Pharma;2023;1.12;0.52;0.16;0.16;0.26;PHARMA
Hanmi Pharma;2024;1.22;0.55;0.18;0.17;0.27;PHARMA
Pfizer;2015;48.85;14.2;8.94;7.69;7.8;PHARMA
Pfizer;2016;52.82;14.5;11.13;7.87;9.65;PHARMA
Pfizer;2017;52.55;15.1;12.26;7.66;9.02;PHARMA
Pfizer;2018;53.65;15.8;13.75;8.0;9.24;PHARMA
Pfizer;2019;51.75;16.3;13.98;8.65;8.83;PHARMA
Pfizer;2020;41.91;17.1;10.08;9.4;7.85;PHARMA
Pfizer;2021;81.29;22.4;24.08;13.83;7.9;PHARMA
Pfizer;2022;100.33;23.8;34.8;11.43;8.3;PHARMA
Pfizer;2023;58.5;24.5;3.47;10.68;8.8;PHARMA
Pfizer;2024;63.63;24.8;8.9;10.9;8.6;PHARMA
Eli Lilly;2015;19.96;7.8;3.12;4.8;4.1;PHARMA
Eli Lilly;2016;21.22;8.1;3.86;5.24;4.2;PHARMA
Eli Lilly;2017;22.87;8.5;3.48;5.28;4.1;PHARMA
Eli Lilly;2018;21.49;8.9;4.9;5.31;3.8;PHARMA
Eli Lilly;2019;22.32;9.1;4.7;5.6;3.36;PHARMA
Eli Lilly;2020;24.54;9.4;6.22;6.08;3.5;PHARMA
Eli Lilly;2021;28.32;9.8;7.62;6.93;3.5;PHARMA
Eli Lilly;2022;28.54;10.5;7.15;7.19;3.9;PHARMA
Eli Lilly;2023;34.12;12.4;6.5;9.31;4.3;PHARMA
Eli Lilly;2024;45.03;16.2;12.8;10.9;4.8;PHARMA
Merck;2015;39.5;11.2;7.5;6.7;6.8;PHARMA
Merck;2016;39.8;11.5;6.2;6.8;6.8;PHARMA
Merck;2017;40.1;11.8;6.5;7.3;6.9;PHARMA
Merck;2018;42.3;12.1;8.8;7.9;6.9;PHARMA
Merck;2019;46.8;12.5;11.6;8.7;7.1;PHARMA
Merck;2020;48.0;13.0;9.2;9.2;7.4;PHARMA
Merck;2021;48.7;13.5;15.3;12.2;6.8;PHARMA
Merck;2022;59.28;14.2;18.0;13.5;6.9;PHARMA
Merck;2023;60.12;15.1;3.6;30.5;7.2;PHARMA
Merck;2024;64.1;16.2;14.8;14.1;7.5;PHARMA
Amgen;2015;21.66;5.8;8.6;4.07;1.79;PHARMA
Amgen;2016;22.99;5.7;9.4;3.84;1.92;PHARMA
Amgen;2017;22.85;5.6;9.5;3.56;1.98;PHARMA
Amgen;2018;23.75;5.5;9.7;3.74;2.15;PHARMA
Amgen;2019;23.36;5.4;9.1;4.01;2.34;PHARMA
Amgen;2020;25.42;5.5;9.3;4.4;2.43;PHARMA
Amgen;2021;25.98;5.6;9.45;4.82;2.42;PHARMA
Amgen;2022;26.32;5.4;9.58;4.43;2.52;PHARMA
Amgen;2023;28.19;6.1;8.76;4.8;2.67;PHARMA
Amgen;2024;33.4;7.8;9.2;5.4;2.75;PHARMA
Gilead;2015;32.64;2.9;21.66;3.01;0.8;PHARMA
Gilead;2016;30.39;3.4;18.4;5.1;0.9;PHARMA
Gilead;2017;25.71;3.8;11.9;3.73;1.0;PHARMA
Gilead;2018;22.13;4.1;8.3;5.02;1.1;PHARMA
Gilead;2019;22.45;4.5;4.6;9.1;1.18;PHARMA
Gilead;2020;24.69;4.9;4.1;5.04;1.35;PHARMA
Gilead;2021;27.31;5.2;10.89;5.73;1.44;PHARMA
Gilead;2022;27.28;5.1;9.7;4.98;1.65;PHARMA
Gilead;2023;26.94;5.4;7.64;5.68;1.7;PHARMA
Gilead;2024;27.8;5.3;7.9;5.8;1.8;PHARMA
Regeneron;2015;4.1;0.95;1.25;1.61;0.43;PHARMA
Regeneron;2016;4.86;1.15;1.4;2.05;0.54;PHARMA
Regeneron;2017;5.87;1.35;1.75;2.11;0.65;PHARMA
Regeneron;2018;6.71;1.6;2.2;2.19;0.74;PHARMA
Regeneron;2019;7.86;1.85;2.45;2.73;0.81;PHARMA
Regeneron;2020;8.5;2.1;2.8;2.82;0.91;PHARMA
Regeneron;2021;16.07;2.4;7.3;3.1;1.04;PHARMA
Regeneron;2022;12.17;2.8;4.3;3.59;1.18;PHARMA
Regeneron;2023;13.12;3.2;4.25;4.43;1.34;PHARMA
Regeneron;2024;14.2;3.65;4.6;4.85;1.54;PHARMA
Vertex;2015;1.03;0.28;-0.48;0.99;0.18;PHARMA
Vertex;2016;1.7;0.32;-0.08;1.05;0.21;PHARMA
Vertex;2017;2.49;0.38;0.35;1.32;0.23;PHARMA
Vertex;2018;3.05;0.45;1.0;1.41;0.25;PHARMA
Vertex;2019;4.16;0.55;1.45;1.62;0.3;PHARMA
Vertex;2020;6.2;0.68;3.05;1.7;0.34;PHARMA
Vertex;2021;7.57;0.82;3.2;2.25;0.4;PHARMA
Vertex;2022;8.93;0.98;4.2;2.5;0.48;PHARMA
Vertex;2023;9.87;1.15;4.4;3.16;0.54;PHARMA
Vertex;2024;11.02;1.35;4.8;3.63;0.59;PHARMA
Biogen;2015;10.76;2.1;4.75;2.01;0.73;PHARMA
Biogen;2016;11.45;2.25;4.9;1.97;0.74;PHARMA
Biogen;2017;12.27;2.3;4.2;2.25;0.73;PHARMA
Biogen;2018;13.45;2.4;5.8;2.58;0.78;PHARMA
Biogen;2019;14.38;2.5;7.15;2.28;0.75;PHARMA
Biogen;2020;13.44;2.35;5.25;3.99;0.91;PHARMA
Biogen;2021;10.98;2.1;2.1;2.5;0.96;PHARMA
Biogen;2022;10.17;1.95;2.8;2.23;0.87;PHARMA
Biogen;2023;9.84;1.8;1.85;2.41;0.75;PHARMA
Biogen;2024;9.68;1.65;2.1;2.2;0.75;PHARMA
Sanofi;2015;38.2;10.2;8.4;5.8;11.0;PHARMA
Sanofi;2016;37.8;10.5;8.2;5.7;10.7;PHARMA
Sanofi;2017;40.1;11.0;8.9;6.1;10.0;PHARMA
Sanofi;2018;40.8;11.2;8.6;6.3;10.0;PHARMA
Sanofi;2019;40.4;11.5;8.5;6.4;10.0;PHARMA
Sanofi;2020;41.1;11.6;9.5;6.3;9.9;PHARMA
Sanofi;2021;44.6;11.8;10.4;6.7;9.5;PHARMA
Sanofi;2022;45.2;12.1;11.1;7.0;9.1;PHARMA
Sanofi;2023;46.5;12.4;10.9;7.3;8.78;PHARMA
Sanofi;2024;47.8;12.9;11.4;7.8;8.6;PHARMA
AstraZeneca;2015;24.71;6.8;4.11;5.99;6.15;PHARMA
AstraZeneca;2016;23.0;7.1;3.42;5.89;6.47;PHARMA
AstraZeneca;2017;22.47;7.4;3.67;5.41;6.11;PHARMA
AstraZeneca;2018;22.09;7.8;3.38;5.93;6.4;PHARMA
AstraZeneca;2019;24.38;8.1;2.92;6.06;7.06;PHARMA
AstraZeneca;2020;26.62;8.5;5.16;5.99;7.61;PHARMA
AstraZeneca;2021;37.42;9.3;1.05;9.74;8.31;PHARMA
AstraZeneca;2022;44.35;9.8;3.83;9.76;8.35;PHARMA
