firm_id;year;Revenue;PPE;EBIT;RD;Personnel;sector;regime
Samsung C&T (KR);2015;11.5;1.8;0.1;0.1;1.2;INDUS;SHORT
Samsung C&T (KR);2016;25.1;4.2;0.1;0.1;1.2;INDUS;SHORT
Samsung C&T (KR);2017;26.4;4.5;0.8;0.1;1.3;INDUS;SHORT
Samsung C&T (KR);2018;28.5;4.8;1.0;0.1;1.4;INDUS;SHORT
Samsung C&T (KR);2019;27.1;5.1;0.8;0.1;1.3;INDUS;SHORT
Samsung C&T (KR);2020;26.8;5.4;0.7;0.2;1.4;INDUS;SHORT
Samsung C&T (KR);2021;31.2;5.8;1.1;0.2;1.5;INDUS;SHORT
Samsung C&T (KR);2022;33.1;6.2;2.1;0.2;1.6;INDUS;SHORT
Samsung C&T (KR);2023;32.5;6.5;2.3;0.2;1.6;INDUS;SHORT
Samsung C&T (KR);2024;31.8;6.8;2.2;0.2;1.6;INDUS;SHORT
Samsung Ele-Mech (KR);2015;5.5;2.5;0.3;0.4;2.6;INDUS;SHORT
Samsung Ele-Mech (KR);2016;5.2;2.4;0.1;0.4;2.5;INDUS;SHORT
Samsung Ele-Mech (KR);2017;6.1;2.8;0.3;0.5;2.6;INDUS;SHORT
Samsung Ele-Mech (KR);2018;7.3;3.2;1.0;0.5;2.8;INDUS;SHORT
Samsung Ele-Mech (KR);2019;6.9;3.5;0.6;0.5;2.9;INDUS;SHORT
Samsung Ele-Mech (KR);2020;7.1;3.8;0.7;0.5;3.1;INDUS;SHORT
Samsung Ele-Mech (KR);2021;8.6;4.2;1.3;0.5;3.3;INDUS;SHORT
Samsung Ele-Mech (KR);2022;7.3;4.5;0.9;0.5;3.4;INDUS;SHORT
Samsung Ele-Mech (KR);2023;6.8;4.8;0.5;0.6;3.5;INDUS;SHORT
Samsung Ele-Mech (KR);2024;7.8;5.2;0.8;0.6;3.6;INDUS;SHORT
Samsung Electronics (KR);2015;170.5;82.1;22.4;12.5;32.5;TECH;LONG
Samsung Electronics (KR);2016;172.1;85.4;25.1;12.8;30.8;TECH;LONG
Samsung Electronics (KR);2017;210.5;98.2;48.2;14.5;32.0;TECH;LONG
Samsung Electronics (KR);2018;212.5;102.5;52.1;16.2;31.0;TECH;LONG
Samsung Electronics (KR);2019;198.2;105.8;23.5;17.5;28.7;TECH;LONG
Samsung Electronics (KR);2020;205.1;112.4;30.2;18.1;26.8;TECH;LONG
Samsung Electronics (KR);2021;240.2;125.1;44.5;19.2;26.6;TECH;LONG
Samsung Electronics (KR);2022;245.2;138.5;36.1;21.1;27.0;TECH;LONG
Samsung Electronics (KR);2023;202.5;145.2;5.5;22.5;26.8;TECH;LONG
Samsung Electronics (KR);2024;235.1;152.8;12.5;24.2;27.2;TECH;LONG
Samsung SDI (KR);2015;6.8;4.2;-0.2;0.5;0.9;INDUS;SHORT
Samsung SDI (KR);2016;4.5;4.5;-0.8;0.5;0.9;INDUS;SHORT
Samsung SDI (KR);2017;5.6;5.1;0.1;0.5;1.0;INDUS;SHORT
Samsung SDI (KR);2018;8.1;5.8;0.6;0.6;1.0;INDUS;SHORT
Samsung SDI (KR);2019;8.8;6.5;0.4;0.7;1.1;INDUS;SHORT
Samsung SDI (KR);2020;10.2;7.8;0.6;0.8;1.2;INDUS;SHORT
Samsung SDI (KR);2021;12.1;9.2;0.9;0.9;1.1;INDUS;SHORT
Samsung SDI (KR);2022;16.5;11.5;1.5;1.0;1.2;INDUS;SHORT
Samsung SDI (KR);2023;18.2;14.2;1.4;1.1;1.3;INDUS;SHORT
Samsung SDI (KR);2024;17.5;16.8;1.1;1.2;1.2;INDUS;SHORT
Sanan Opto;2015;1.1571;1.4571;0.4333;0.0833;0.85;INDUS;SHORT
Sanan Opto;2016;1.4929;1.7738;0.5833;0.1;0.92;INDUS;SHORT
Sanan Opto;2017;1.9976;2.1714;0.869;0.1381;1.05;INDUS;SHORT
Sanan Opto;2018;1.9905;2.5833;0.7667;0.1786;1.12;INDUS;SHORT
Sanan Opto;2019;1.7762;2.9643;0.3619;0.2024;1.08;INDUS;SHORT
Sanan Opto;2020;2.0119;3.7667;0.2976;0.2667;1.15;INDUS;SHORT
Sanan Opto;2021;2.9929;4.3929;0.4405;0.3619;1.35;INDUS;SHORT
Sanan Opto;2022;3.1476;5.0286;0.2024;0.4405;1.42;INDUS;SHORT
Sanan Opto;2023;3.3452;5.6071;0.1071;0.4571;1.38;INDUS;SHORT
Sandvik (EU);2015;8.45;1.3;1.25;0.3;4.1;INDUS;SHORT
Sandvik (EU);2016;7.9;1.22;1.15;0.28;4.05;INDUS;SHORT
Sandvik (EU);2017;8.5;1.3;1.32;0.31;4.15;INDUS;SHORT
Sandvik (EU);2018;9.5;1.45;1.6;0.33;4.28;INDUS;SHORT
Sandvik (EU);2019;9.7;1.5;1.65;0.34;4.42;INDUS;SHORT
Sandvik (EU);2020;9.2;1.43;1.35;0.33;4.35;INDUS;SHORT
Sandvik (EU);2021;10.8;1.7;1.9;0.38;4.55;INDUS;SHORT
Sandvik (EU);2022;11.2;1.7;1.9;0.4;4.75;INDUS;SHORT
Sandvik (EU);2023;11.5;1.7;2.0;0.41;4.95;INDUS;SHORT
Sandvik (EU);2024;12.0;1.7;2.1;0.43;5.15;INDUS;SHORT
Sangfor Technologies;2015;0.3143;0.0357;0.0952;0.0667;0.25;TECH;LONG
Sangfor Technologies;2016;0.4167;0.0429;0.1238;0.0905;0.31;TECH;LONG
Sangfor Technologies;2017;0.5881;0.0524;0.1619;0.131;0.38;TECH;LONG
Sangfor Technologies;2018;0.7667;0.0833;0.1786;0.1857;0.45;TECH;LONG
Sangfor Technologies;2019;1.0929;0.1143;0.2262;0.2738;0.58;TECH;LONG
Sangfor Technologies;2020;1.3;0.1548;0.25;0.3595;0.75;TECH;LONG
Sangfor Technologies;2021;1.6214;0.2024;0.1548;0.4976;0.92;TECH;LONG
Sangfor Technologies;2022;1.7643;0.25;0.131;0.5833;0.95;TECH;LONG
Sangfor Technologies;2023;1.8238;0.2976;0.1071;0.5357;0.88;TECH;LONG
Sanhua Intelligent;2015;1.4333;0.5048;0.1548;0.0595;0.85;INDUS;SHORT
Sanhua Intelligent;2016;1.631;0.5833;0.2024;0.0762;0.92;INDUS;SHORT
Sanhua Intelligent;2017;2.281;0.7429;0.3452;0.1071;1.12;INDUS;SHORT
Sanhua Intelligent;2018;2.5786;0.9167;0.3929;0.1238;1.25;INDUS;SHORT
Sanhua Intelligent;2019;2.6881;1.0762;0.4405;0.1381;1.35;INDUS;SHORT
Sanhua Intelligent;2020;2.8833;1.219;0.4643;0.1548;1.45;INDUS;SHORT
Sanhua Intelligent;2021;3.8143;1.5357;0.5048;0.2024;1.85;INDUS;SHORT
Sanhua Intelligent;2022;5.0833;1.9333;0.6786;0.2667;2.12;INDUS;SHORT
Sanhua Intelligent;2023;5.8381;2.5119;0.7738;0.3452;2.45;INDUS;SHORT
Sanofi;2015;38.2;10.2;8.4;5.8;11.0;PHARMA;LONG
Sanofi;2016;37.8;10.5;8.2;5.7;10.7;PHARMA;LONG
Sanofi;2017;40.1;11.0;8.9;6.1;10.0;PHARMA;LONG
Sanofi;2018;40.8;11.2;8.6;6.3;10.0;PHARMA;LONG
Sanofi;2019;40.4;11.5;8.5;6.4;10.0;PHARMA;LONG
Sanofi;2020;41.1;11.6;9.5;6.3;9.9;PHARMA;LONG
Sanofi;2021;44.6;11.8;10.4;6.7;9.5;PHARMA;LONG
Sanofi;2022;45.2;12.1;11.1;7.0;9.1;PHARMA;LONG
Sanofi;2023;46.5;12.4;10.9;7.3;8.78;PHARMA;LONG
Sanofi;2024;47.8;12.9;11.4;7.8;8.6;PHARMA;LONG
Sany Heavy Industry;2015;5.5619;3.6;0.2024;0.2976;1.85;INDUS;SHORT
Sany Heavy Industry;2016;5.5429;3.5357;0.1;0.2738;1.72;INDUS;SHORT
Sany Heavy Industry;2017;9.1262;3.4571;0.8381;0.369;2.15;INDUS;SHORT
Sany Heavy Industry;2018;13.2905;3.6;2.0048;0.5048;2.85;INDUS;SHORT
Sany Heavy Industry;2019;18.0143;4.0119;3.0595;0.8381;3.25;INDUS;SHORT
Sany Heavy Industry;2020;23.8214;4.4095;4.4095;1.1548;3.85;INDUS;SHORT
Sany Heavy Industry;2021;25.45;5.3452;3.6;1.3857;4.12;INDUS;SHORT
Sany Heavy Industry;2022;19.2429;5.981;1.219;1.219;3.85;INDUS;SHORT
Sany Heavy Industry;2023;17.6714;6.7905;1.3929;1.3143;3.65;INDUS;SHORT
Sany Heavy Industry;2024;19.631;7.4095;1.7905;1.4571;3.92;INDUS;SHORT
Schaeffler (EU);2015;14.65;5.25;1.85;0.75;8.4;INDUS;SHORT
Schaeffler (EU);2016;14.82;5.45;1.75;0.78;8.65;INDUS;SHORT
Schaeffler (EU);2017;15.85;5.82;1.82;0.85;8.95;INDUS;SHORT
Schaeffler (EU);2018;16.75;6.15;1.55;0.92;9.25;INDUS;SHORT
Schaeffler (EU);2019;16.15;6.5;0.85;0.95;8.8;INDUS;SHORT
Schaeffler (EU);2020;14.35;6.85;0.92;0.88;8.3;INDUS;SHORT
Schaeffler (EU);2021;16.42;7.15;1.45;1.05;8.35;INDUS;SHORT
Schaeffler (EU);2022;16.65;7.35;1.25;1.15;8.25;INDUS;SHORT
Schaeffler (EU);2023;17.15;7.65;1.35;1.25;8.35;INDUS;SHORT
Schaeffler (EU);2024;17.85;8.15;1.42;1.35;8.5;INDUS;SHORT
Schneider Electric (EU);2015;26.6;3.2;3.4;1.3;14.4;INDUS;SHORT
Schneider Electric (EU);2016;24.7;3.1;3.2;1.2;14.1;INDUS;SHORT
Schneider Electric (EU);2017;24.7;3.4;3.5;1.2;14.2;INDUS;SHORT
Schneider Electric (EU);2018;25.7;3.6;3.8;1.3;13.7;INDUS;SHORT
Schneider Electric (EU);2019;27.2;3.8;4.2;1.4;13.5;INDUS;SHORT
Schneider Electric (EU);2020;25.2;4.1;3.4;1.5;12.8;INDUS;SHORT
Schneider Electric (EU);2021;28.9;4.5;4.8;1.6;14.7;INDUS;SHORT
Schneider Electric (EU);2022;34.1;4.8;5.5;1.7;14.9;INDUS;SHORT
Schneider Electric (EU);2023;36.1;5.1;6.0;1.8;15.3;INDUS;SHORT
Schneider Electric (EU);2024;36.5;5.1;6.1;1.8;15.5;INDUS;SHORT
Seagate Technology (US);2015;13.7;2.25;1.65;1.15;5.2;INDUS;SHORT
Seagate Technology (US);2016;11.2;2.15;0.95;1.05;4.8;INDUS;SHORT
Seagate Technology (US);2017;10.8;2.05;1.05;0.98;4.5;INDUS;SHORT
Seagate Technology (US);2018;11.2;2.1;1.25;1.02;4.3;INDUS;SHORT
Seagate Technology (US);2019;10.4;2.15;1.15;1.05;4.1;INDUS;SHORT
Seagate Technology (US);2020;10.5;2.18;1.1;1.08;4.05;INDUS;SHORT
Seagate Technology (US);2021;10.7;2.25;1.45;1.1;4.0;INDUS;SHORT
Seagate Technology (US);2022;11.7;2.35;1.65;1.15;4.15;INDUS;SHORT
Seagate Technology (US);2023;7.4;2.05;0.25;0.95;3.35;INDUS;SHORT
Seagate Technology (US);2024;6.6;1.95;0.15;0.85;3.05;INDUS;SHORT
ServiceNow (US);2015;1.0;0.2;-0.2;0.2;0.4;TECH;LONG
ServiceNow (US);2016;1.4;0.3;-0.4;0.3;0.5;TECH;LONG
ServiceNow (US);2017;1.9;0.4;-0.1;0.4;0.6;TECH;LONG
ServiceNow (US);2018;2.6;0.5;0.0;0.6;0.8;TECH;LONG
ServiceNow (US);2019;3.5;0.7;0.2;0.8;1.0;TECH;LONG
ServiceNow (US);2020;4.5;0.8;0.3;1.1;1.3;TECH;LONG
ServiceNow (US);2021;5.9;0.9;0.3;1.5;1.7;TECH;LONG
ServiceNow (US);2022;7.2;1.1;0.4;1.9;2.0;TECH;LONG
ServiceNow (US);2023;9.0;1.3;0.8;2.4;2.3;TECH;LONG
ServiceNow (US);2024;11.0;1.5;1.2;3.0;2.5;TECH;LONG
Shantui;2015;0.8452;0.4405;0.019;0.0286;0.55;INDUS;SHORT
Shantui;2016;1.0119;0.4167;0.0357;0.0357;0.52;INDUS;SHORT
Shantui;2017;1.5357;0.4643;0.0833;0.0524;0.58;INDUS;SHORT
Shantui;2018;1.7976;0.5119;0.1071;0.0667;0.62;INDUS;SHORT
Shantui;2019;1.631;0.5595;0.131;0.0762;0.6;INDUS;SHORT
Shantui;2020;1.7024;0.6071;0.1548;0.0905;0.58;INDUS;SHORT
Shantui;2021;2.1786;0.6786;0.2024;0.1071;0.62;INDUS;SHORT
Shantui;2022;2.369;0.75;0.2976;0.1238;0.65;INDUS;SHORT
Shantui;2023;2.5119;0.8214;0.369;0.1548;0.72;INDUS;SHORT
Shantui;2024;3.0595;0.9167;0.4405;0.1857;0.78;INDUS;SHORT
Sharp Corp (JP);2015;22.5;5.8;-1.4;1.1;4.4;INDUS;SHORT
Sharp Corp (JP);2016;17.8;5.2;-0.4;1.0;4.2;INDUS;SHORT
Sharp Corp (JP);2017;21.2;4.8;0.6;1.0;4.5;INDUS;SHORT
Sharp Corp (JP);2018;21.5;4.5;0.7;1.0;4.6;INDUS;SHORT
Sharp Corp (JP);2019;20.8;4.2;0.4;1.0;4.8;INDUS;SHORT
Sharp Corp (JP);2020;21.2;4.5;0.5;0.9;5.1;INDUS;SHORT
Sharp Corp (JP);2021;22.5;4.8;0.7;0.9;5.2;INDUS;SHORT
Sharp Corp (JP);2022;21.4;5.1;-0.2;0.8;5.0;INDUS;SHORT
Sharp Corp (JP);2023;19.5;5.3;0.1;0.8;4.8;INDUS;SHORT
Sharp Corp (JP);2024;20.2;5.5;0.3;0.8;4.6;INDUS;SHORT
Shimadzu (JP);2015;2.75;0.52;0.32;0.08;1.1;INDUS;SHORT
Shimadzu (JP);2016;2.85;0.55;0.35;0.09;1.15;INDUS;SHORT
Shimadzu (JP);2017;3.12;0.58;0.39;0.1;1.18;INDUS;SHORT
Shimadzu (JP);2018;3.45;0.62;0.42;0.11;1.22;INDUS;SHORT
Shimadzu (JP);2019;3.55;0.65;0.41;0.12;1.25;INDUS;SHORT
Shimadzu (JP);2020;3.42;0.68;0.45;0.13;1.3;INDUS;SHORT
Shimadzu (JP);2021;3.75;0.72;0.55;0.14;1.32;INDUS;SHORT
Shimadzu (JP);2022;3.65;0.75;0.52;0.15;1.35;INDUS;SHORT
Shimadzu (JP);2023;3.48;0.78;0.48;0.16;1.38;INDUS;SHORT
Shimadzu (JP);2024;3.52;0.82;0.5;0.17;1.4;INDUS;SHORT
Shin-Etsu (JP);2015;10.5;4.8;1.8;0.4;1.8;INDUS;SHORT
Shin-Etsu (JP);2016;10.2;5.1;2.1;0.4;1.8;INDUS;SHORT
Shin-Etsu (JP);2017;12.4;5.4;2.8;0.4;1.9;INDUS;SHORT
Shin-Etsu (JP);2018;13.5;5.8;3.5;0.5;2.0;INDUS;SHORT
Shin-Etsu (JP);2019;12.8;6.2;3.2;0.5;2.1;INDUS;SHORT
Shin-Etsu (JP);2020;12.5;6.8;3.1;0.5;2.2;INDUS;SHORT
Shin-Etsu (JP);2021;16.8;7.5;5.8;0.5;2.3;INDUS;SHORT
Shin-Etsu (JP);2022;21.5;8.2;8.2;0.6;2.4;INDUS;SHORT
Shin-Etsu (JP);2023;19.5;8.8;6.5;0.6;2.5;INDUS;SHORT
Shin-Etsu (JP);2024;20.2;9.2;6.8;0.7;2.5;INDUS;SHORT
Shionogi;2015;2.6;0.82;0.68;0.42;0.55;PHARMA;LONG
Shionogi;2016;2.85;0.85;0.82;0.45;0.54;PHARMA;LONG
Shionogi;2017;3.1;0.88;0.98;0.48;0.53;PHARMA;LONG
Shionogi;2018;3.25;0.91;1.15;0.5;0.52;PHARMA;LONG
Shionogi;2019;3.15;0.94;1.08;0.52;0.51;PHARMA;LONG
Shionogi;2020;2.82;0.96;0.88;0.55;0.52;PHARMA;LONG
Shionogi;2021;2.78;0.98;0.85;0.62;0.53;PHARMA;LONG
Shionogi;2022;3.15;1.02;1.1;0.75;0.54;PHARMA;LONG
Shionogi;2023;3.05;1.05;1.02;0.72;0.55;PHARMA;LONG
Shionogi;2024;3.28;1.1;1.15;0.78;0.56;PHARMA;LONG
Shopify (CA);2015;0.21;0.05;-0.05;0.08;0.1;TECH;LONG
Shopify (CA);2016;0.39;0.08;-0.08;0.15;0.15;TECH;LONG
Shopify (CA);2017;0.67;0.12;-0.12;0.25;0.3;TECH;LONG
Shopify (CA);2018;1.07;0.18;-0.15;0.42;0.4;TECH;LONG
Shopify (CA);2019;1.58;0.25;-0.18;0.65;0.5;TECH;LONG
Shopify (CA);2020;2.93;0.35;0.12;0.85;0.7;TECH;LONG
Shopify (CA);2021;4.61;0.45;0.45;1.25;1.0;TECH;LONG
Shopify (CA);2022;5.6;0.55;-0.85;1.52;1.1;TECH;LONG
Shopify (CA);2023;7.06;0.42;0.15;1.75;1.15;TECH;LONG
Shopify (CA);2024;8.25;0.45;0.65;1.95;1.25;TECH;LONG
Shuanghuan Gear;2015;0.4095;0.2738;0.0429;0.019;0.35;INDUS;SHORT
Shuanghuan Gear;2016;0.4143;0.2976;0.0452;0.0214;0.38;INDUS;SHORT
Shuanghuan Gear;2017;0.6024;0.4405;0.0524;0.0286;0.42;INDUS;SHORT
Shuanghuan Gear;2018;0.75;0.5048;0.0595;0.0357;0.45;INDUS;SHORT
Shuanghuan Gear;2019;0.769;0.5833;0.0571;0.0429;0.48;INDUS;SHORT
Shuanghuan Gear;2020;0.8714;0.6786;0.0762;0.0524;0.52;INDUS;SHORT
Shuanghuan Gear;2021;1.2833;0.9167;0.1238;0.0667;0.55;INDUS;SHORT
Shuanghuan Gear;2022;1.6286;1.0762;0.1548;0.0833;0.58;INDUS;SHORT
Shuanghuan Gear;2023;1.9214;1.1548;0.1952;0.1;0.6;INDUS;SHORT
Shuanghuan Gear;2024;1.9643;1.2262;0.2262;0.1071;0.62;INDUS;SHORT
Siasun Robot;2015;0.4;0.2024;0.0833;0.0357;0.25;INDUS;SHORT
Siasun Robot;2016;0.4833;0.25;0.0905;0.0524;0.28;INDUS;SHORT
Siasun Robot;2017;0.5833;0.2976;0.1;0.0667;0.32;INDUS;SHORT
Siasun Robot;2018;0.7357;0.3452;0.1071;0.0762;0.38;INDUS;SHORT
Siasun Robot;2019;0.6524;0.3929;0.0762;0.0833;0.35;INDUS;SHORT
Siasun Robot;2020;0.6333;0.4405;0.0429;0.0905;0.32;INDUS;SHORT
Siasun Robot;2021;0.7833;0.5119;0.0286;0.1071;0.42;INDUS;SHORT
Siasun Robot;2022;0.85;0.5595;0.019;0.1238;0.45;INDUS;SHORT
Siasun Robot;2023;0.931;0.631;0.0357;0.1381;0.48;INDUS;SHORT
Siemens (EU);2015;82.5;12.1;7.8;5.1;34.8;INDUS;SHORT
Siemens (EU);2016;86.1;12.4;8.2;5.3;35.1;INDUS;SHORT
Siemens (EU);2017;91.2;12.8;8.5;5.6;37.2;INDUS;SHORT
Siemens (EU);2018;92.5;13.1;8.8;5.8;37.9;INDUS;SHORT
Siemens (EU);2019;94.8;13.5;9.1;6.1;38.5;INDUS;SHORT
Siemens (EU);2020;65.4;11.8;6.8;5.4;29.3;INDUS;SHORT
Siemens (EU);2021;71.5;13.2;8.2;5.9;30.3;INDUS;SHORT
Siemens (EU);2022;75.8;14.5;8.8;6.2;31.1;INDUS;SHORT
Siemens (EU);2023;82.1;15.1;9.5;6.4;32.0;INDUS;SHORT
Siemens (EU);2024;78.5;15.4;9.2;6.5;32.0;INDUS;SHORT
Siemens Health. (EU);2015;13.5;3.1;2.2;1.2;4.5;INDUS;SHORT
Siemens Health. (EU);2016;14.1;3.2;2.3;1.3;4.6;INDUS;SHORT
Siemens Health. (EU);2017;14.5;3.4;2.5;1.3;4.8;INDUS;SHORT
Siemens Health. (EU);2018;14.2;3.6;2.3;1.4;5.0;INDUS;SHORT
Siemens Health. (EU);2019;15.3;3.8;2.5;1.5;5.2;INDUS;SHORT
Siemens Health. (EU);2020;15.4;4.1;2.3;1.5;5.4;INDUS;SHORT
Siemens Health. (EU);2021;19.8;4.8;3.1;1.8;6.6;INDUS;SHORT
Siemens Health. (EU);2022;21.1;5.2;3.2;2.0;6.9;INDUS;SHORT
Siemens Health. (EU);2023;22.5;5.5;3.4;2.1;7.1;INDUS;SHORT
Siemens Health. (EU);2024;23.8;5.9;3.7;2.2;7.2;INDUS;SHORT
Sino Biopharm;2015;2.05;0.45;0.42;0.21;1.8;PHARMA;LONG
Sino Biopharm;2016;2.22;0.5;0.45;0.24;1.9;PHARMA;LONG
Sino Biopharm;2017;2.48;0.58;0.51;0.31;2.0;PHARMA;LONG
Sino Biopharm;2018;3.15;0.72;0.65;0.45;2.2;PHARMA;LONG
Sino Biopharm;2019;3.51;0.85;0.72;0.52;2.35;PHARMA;LONG
Sino Biopharm;2020;3.45;0.92;0.68;0.55;2.4;PHARMA;LONG
Sino Biopharm;2021;4.15;1.05;2.1;0.62;2.5;PHARMA;LONG
Sino Biopharm;2022;4.12;1.1;0.75;0.65;2.55;PHARMA;LONG
Sino Biopharm;2023;3.68;1.15;0.62;0.61;2.5;PHARMA;LONG
Sino Biopharm;2024;3.95;1.22;0.78;0.68;2.6;PHARMA;LONG
Sinochem Holdings;2015;91.7738;50.5119;2.0119;2.4405;21.5;INDUS;SHORT
Sinochem Holdings;2016;99.0048;52.0119;2.1714;2.6548;21.15;INDUS;SHORT
Sinochem Holdings;2017;124.0762;53.6;2.9643;3.219;20.85;INDUS;SHORT
Sinochem Holdings;2018;141.75;56.0595;3.7738;3.6;20.15;INDUS;SHORT
Sinochem Holdings;2019;148.8381;58.5357;3.3929;3.9167;19.85;INDUS;SHORT
Sinochem Holdings;2020;154.869;62.4167;2.4167;4.1714;19.5;INDUS;SHORT
Sinochem Holdings;2021;263.1429;83.9167;7.6548;5.9881;22.45;INDUS;SHORT
Sinochem Holdings;2022;274.0119;91.6952;6.7738;6.7024;22.15;INDUS;SHORT
Sinochem Holdings;2023;266.7619;96.4643;5.2738;7.0119;21.85;INDUS;SHORT
Sinochem Holdings;2024;282.2619;101.381;6.0595;7.4405;22.1;INDUS;SHORT
Sinomine Resource;2015;0.1071;0.0286;0.0119;0.0048;0.08;INDUS;SHORT
Sinomine Resource;2016;0.1238;0.0357;0.019;0.0071;0.12;INDUS;SHORT
Sinomine Resource;2017;0.2024;0.0595;0.0357;0.0119;0.15;INDUS;SHORT
Sinomine Resource;2018;0.2667;0.1071;0.0524;0.019;0.22;INDUS;SHORT
Sinomine Resource;2019;0.2738;0.2024;0.0286;0.0214;0.25;INDUS;SHORT
Sinomine Resource;2020;0.3024;0.2667;0.0429;0.0286;0.28;INDUS;SHORT
Sinomine Resource;2021;0.569;0.4405;0.1548;0.0429;0.35;INDUS;SHORT
Sinomine Resource;2022;1.9143;0.6786;0.981;0.0833;0.52;INDUS;SHORT
Sinomine Resource;2023;1.431;0.8381;0.5048;0.1;0.45;INDUS;SHORT
Sinomine Resource;2024;1.6952;0.981;0.6786;0.131;0.52;INDUS;SHORT
Sinopharm;2015;36.8;3.2;1.45;0.12;5.8;PHARMA;LONG
Sinopharm;2016;40.2;3.5;1.62;0.15;6.1;PHARMA;LONG
Sinopharm;2017;42.1;3.8;1.78;0.18;6.4;PHARMA;LONG
Sinopharm;2018;45.6;4.2;1.95;0.22;6.8;PHARMA;LONG
Sinopharm;2019;50.8;4.6;2.2;0.28;7.2;PHARMA;LONG
Sinopharm;2020;56.2;5.1;2.45;0.32;7.6;PHARMA;LONG
Sinopharm;2021;68.5;5.8;3.1;0.42;8.2;PHARMA;LONG
Sinopharm;2022;72.1;6.2;3.25;0.48;8.5;PHARMA;LONG
Sinopharm;2023;78.4;6.7;3.4;0.52;8.9;PHARMA;LONG
Sinopharm;2024;82.1;7.1;3.65;0.58;9.2;PHARMA;LONG
Sinotruk;2015;6.7429;2.0357;0.2976;0.131;2.55;INDUS;SHORT
Sinotruk;2016;7.8476;1.9643;0.2024;0.1476;2.45;INDUS;SHORT
Sinotruk;2017;13.2024;2.1071;0.9881;0.2024;2.65;INDUS;SHORT
Sinotruk;2018;14.9095;2.2024;1.3857;0.2976;2.85;INDUS;SHORT
Sinotruk;2019;14.8143;2.2667;1.2262;0.369;2.95;INDUS;SHORT
Sinotruk;2020;14.2714;2.4405;2.0357;0.5119;3.25;INDUS;SHORT
Sinotruk;2021;22.2429;2.7381;1.5357;0.6786;3.15;INDUS;SHORT
Sinotruk;2022;14.131;2.6667;0.7738;0.5833;2.85;INDUS;SHORT
Sinotruk;2023;20.3571;2.8214;1.7262;0.7738;3.05;INDUS;SHORT
Sinotruk;2024;23.0595;2.9167;2.0119;0.9167;3.25;INDUS;SHORT
Skyworks Solutions (US);2015;3.25;0.85;1.05;0.28;0.65;INDUS;SHORT
Skyworks Solutions (US);2016;3.28;0.88;1.02;0.31;0.72;INDUS;SHORT
Skyworks Solutions (US);2017;3.65;0.95;1.25;0.35;0.85;INDUS;SHORT
Skyworks Solutions (US);2018;3.85;1.05;1.35;0.42;0.92;INDUS;SHORT
Skyworks Solutions (US);2019;3.38;1.08;0.95;0.45;0.95;INDUS;SHORT
Skyworks Solutions (US);2020;3.35;1.15;0.92;0.48;0.98;INDUS;SHORT
Skyworks Solutions (US);2021;5.1;1.42;1.85;0.55;1.05;INDUS;SHORT
Skyworks Solutions (US);2022;5.48;1.48;1.95;0.62;1.12;INDUS;SHORT
Skyworks Solutions (US);2023;4.77;1.55;1.45;0.65;1.15;INDUS;SHORT
Skyworks Solutions (US);2024;4.65;1.62;1.35;0.68;1.1;INDUS;SHORT
Skyworth Group;2015;9.0762;1.4571;0.5833;0.2667;3.52;INDUS;SHORT
Skyworth Group;2016;9.0119;1.631;0.5048;0.2976;3.45;INDUS;SHORT
Skyworth Group;2017;8.369;1.7905;0.2024;0.3214;3.25;INDUS;SHORT
Skyworth Group;2018;9.3143;1.9333;0.2667;0.3619;3.55;INDUS;SHORT
Skyworth Group;2019;8.869;2.1071;0.2976;0.3929;3.15;INDUS;SHORT
Skyworth Group;2020;9.5524;2.2667;0.4405;0.4405;3.25;INDUS;SHORT
Skyworth Group;2021;12.1262;2.6476;0.5048;0.5119;3.85;INDUS;SHORT
Skyworth Group;2022;12.7357;3.0595;0.3452;0.5357;3.65;INDUS;SHORT
Skyworth Group;2023;16.4357;3.4571;0.4405;0.5833;4.12;INDUS;SHORT
Skyworth Group;2024;17.8857;3.8381;0.5357;0.6786;4.45;INDUS;SHORT
Snowflake (US);2015;0.3;0.04;0.03;0.07;0.12;TECH;LONG
Snowflake (US);2016;0.43;0.02;0.08;0.09;0.13;TECH;LONG
Snowflake (US);2017;0.6;0.07;0.07;0.12;0.15;TECH;LONG
Snowflake (US);2018;0.84;0.05;0.09;0.17;0.16;TECH;LONG
Snowflake (US);2019;1.13;0.1;0.2;0.24;0.18;TECH;LONG
Snowflake (US);2020;1.6;0.12;0.17;0.35;0.19;TECH;LONG
Snowflake (US);2021;2.26;0.24;0.29;0.49;0.21;TECH;LONG
Snowflake (US);2022;3.12;0.34;0.41;0.63;0.23;TECH;LONG
Snowflake (US);2023;4.34;0.51;0.62;1.06;0.26;TECH;LONG
Snowflake (US);2024;6.13;0.51;0.7;0.94;0.28;TECH;LONG
Sony (JP);2015;68.5;12.5;2.5;4.1;12.5;TECH;LONG
Sony (JP);2016;65.1;12.8;2.4;4.0;12.8;TECH;LONG
Sony (JP);2017;77.2;13.5;6.5;4.2;11.7;TECH;LONG
Sony (JP);2018;78.5;14.1;8.1;4.4;11.4;TECH;LONG
Sony (JP);2019;76.2;14.8;8.0;4.5;11.1;TECH;LONG
Sony (JP);2020;82.5;15.6;8.9;4.8;10.9;TECH;LONG
